Nome Cliente,E-mail Cliente,Telefone,Cidade,Estado,Núm Pedido,Produto(s) do Pedido,Ref.,Qtd,Total sem frete,Frete,Total com frete,Opção de Pagamento,Cartão,Status,Feito em,Obs curta,Entregue Em,Objeto SEDEX,Desconto cupom,Cód. Barras,Celular
"Nome da pessoa","alexandre@rumo.com.br","1122222222","São Paulo","SP",115015,"Segredos da Mente Milionária, Os","AD00003",1,"4598.00","34.00","4632.00","Contra-entrega","-","Novo",20/08/2014 16:33:00,,,,0,,""
"Nome da pessoa","alexandre@rumo.com.br","1122222222","São Paulo","SP",115015,"iPhone 3G","CL00007",1,"4598.00","34.00","4632.00","Contra-entrega","-","Novo",20/08/2014 16:33:00,,,,0,,""
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115016,"Telefone sem Fio 5.8GHz","TS00002",1,"2991.60","34.00","3025.60","Cartão de crédito","VISA","Novo",29/08/2014 12:05:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115016,"Câmera Ana Hickmann DS5028BR","DC00005",1,"2991.60","34.00","3025.60","Cartão de crédito","VISA","Novo",29/08/2014 12:05:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115016,"Carregador de Pilhas SCB4050 c/ 4 Pilhas AA","PR00002",1,"2991.60","34.00","3025.60","Cartão de crédito","VISA","Novo",29/08/2014 12:05:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115017,"HP Desktop dx7400","CP00004",1,"4912.00","34.00","4946.00","Cartão de crédito","Mastercard","Novo",29/08/2014 12:08:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115018,"Telefone com Fio PLENO","TC00003",1,"155.60","34.00","189.60","Cartão de crédito","Mastercard","Novo",29/08/2014 12:09:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115019,"Telefone sem Fio 5.8GHz","TS00002",1,"1236.00","34.00","1270.00","Depósito bancário","-","Novo",29/08/2014 12:26:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115020,"Investimentos Inteligentes","AD00001",1,"72.32","13.70","86.02","Depósito bancário","-","Novo",29/09/2014 18:33:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115021,"Barbeador Elétrico HQ 6990 Bivolt","BB00002",1,"732.80","13.70","746.50","Contra-entrega","-","Novo",29/09/2014 18:33:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115022,"Umidificador e Ionizador Relax Medic - 1,3 Litros Bivolt","UM00004",32,"28808.00","13.70","28821.70","Cartão de crédito","VISA","Novo",29/09/2014 19:45:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115022,"Telefone com Fio PLENO","TC00003",3,"28808.00","13.70","28821.70","Cartão de crédito","VISA","Novo",29/09/2014 19:45:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115022,"Telefone s/Fio 1,9GHz","TS00001",1,"28808.00","13.70","28821.70","Cartão de crédito","VISA","Novo",29/09/2014 19:45:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115023,"Renato Russo: o Trovador Solitário","AT00002",1,"2540.48","13.70","2554.18","Contra-entrega","-","Novo",29/09/2014 20:10:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115023,"Filmadora MiniDV SC-D381/XAZ","FD00003",1,"2540.48","13.70","2554.18","Contra-entrega","-","Novo",29/09/2014 20:10:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115024,"Euphoria Spring Temptation","PRF005",1,"376.00","13.70","389.70","Contra-entrega","-","Novo",30/09/2014 13:13:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115025,"Câmera Digital 6.0MP i6","DC00004",1,"2556.80","14.00","2570.80","Depósito bancário","-","Novo",30/09/2014 13:33:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115026,"Carregador Digital Ultra-Rápido EM-BC99FAA","PR00004",1,"191.68","13.70","205.38","Contra-entrega","-","Novo",01/10/2014 13:04:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115027,"Câmera Digital 7.2 MP DSC-W125","DC00002",1,"2556.80","14.00","2570.80","Contra-entrega","-","Novo",01/10/2014 19:24:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115028,"Telefone s/ Fio DECT D30T","TS00004",1,"985.60","13.70","999.30","Contra-entrega","-","Novo",02/10/2014 11:53:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115028,"Secador de Cabelos Futura Vision","SC00001",1,"985.60","13.70","999.30","Contra-entrega","-","Novo",02/10/2014 11:53:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115029,"Tripé básico VCT-MTK","AC00003",1,"3355.20","13.70","3368.90","Contra-entrega","-","Novo",02/10/2014 15:50:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115029,"Samsung I9100 Galaxy S II c/ Câmera 8MP + 2MP Frontal, Android 2.3, 4G, Wi-Fi, GPS, Touch, MP3","SM0001",1,"3355.20","13.70","3368.90","Contra-entrega","-","Novo",02/10/2014 15:50:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115030,"Samsung I9100 Galaxy S II c/ Câmera 8MP + 2MP Frontal, Android 2.3, 4G, Wi-Fi, GPS, Touch, MP3","SM0001",1,"3902.08","13.70","3915.78","Contra-entrega","-","Novo",02/10/2014 16:22:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115030,"Umidificador e Ionizador Relax Medic - 1,3 Litros Bivolt","UM00004",1,"3902.08","13.70","3915.78","Contra-entrega","-","Novo",02/10/2014 16:22:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115031,"Samsung I9100 Galaxy S II c/ Câmera 8MP + 2MP Frontal, Android 2.3, 4G, Wi-Fi, GPS, Touch, MP3","SM0001",1,"3038.40","13.70","3052.10","Contra-entrega","-","Novo",02/10/2014 16:31:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115032,"Nokia 598770 Xpressmusic","CL00008",1,"18492.80","13.70","18506.50","Contra-entrega","-","Novo",02/10/2014 18:38:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115032,"Receiver 7.1 Canais","CX00001",1,"18492.80","13.70","18506.50","Contra-entrega","-","Novo",02/10/2014 18:38:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115033,"Escova Cross Action Power Azul - Oral B","HB00001",1,"3199.68","14.00","3213.68","Contra-entrega","-","Novo",02/10/2014 18:41:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115033,"Telefone s/Fio 1,9GHz","TS00001",1,"3199.68","14.00","3213.68","Contra-entrega","-","Novo",02/10/2014 18:41:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115033,"iPhone 5c Azul com 16GB, Processador A6, iOS 7, Câmera de 08 MP, Display de 4"", 4G e Wi-Fi","CL00015",1,"3199.68","14.00","3213.68","Contra-entrega","-","Novo",02/10/2014 18:41:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115034,"10 Decisoes inteligentes","AJ00001",1,"7353.60","13.70","7367.30","Contra-entrega","-","Novo",02/10/2014 18:59:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115034,"Notebook J72 Dual Core T2370","NB00001",1,"7353.60","13.70","7367.30","Contra-entrega","-","Novo",02/10/2014 18:59:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115034,"TV 29'' Tela Plana Slim Fit Closed Caption","TP00002",1,"7353.60","13.70","7367.30","Contra-entrega","-","Novo",02/10/2014 18:59:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115035,"Música Erudita da Idade Média","AT00001",1,"313.60","13.70","327.30","Depósito bancário","-","Novo",02/10/2014 19:04:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115036,"TV 29'' Tela Plana Slim Fit Closed Caption","TP00002",1,"12394.56","13.70","12408.26","Contra-entrega","-","Novo",02/10/2014 20:27:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115036,"Plax Overnight 250ml","HB00003",1,"12394.56","13.70","12408.26","Contra-entrega","-","Novo",02/10/2014 20:27:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115036,"Escova Cross Action Power Azul - Oral B","HB00001",1,"12394.56","13.70","12408.26","Contra-entrega","-","Novo",02/10/2014 20:27:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115036,"Creme Dental Crest Sensitivity Extra Whitening 116g","HB00004",1,"12394.56","13.70","12408.26","Contra-entrega","-","Novo",02/10/2014 20:27:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115036,"Notebook J72 Dual Core T2370","NB00001",1,"12394.56","13.70","12408.26","Contra-entrega","-","Novo",02/10/2014 20:27:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115036,"iPad 2 3G Apple c/ 32GB, Wi-Fi, Bluetooth, Câmera HD, Acelerômetro, Bússola Digital, GPS, Tela 9,7","TB0004",1,"12394.56","13.70","12408.26","Contra-entrega","-","Novo",02/10/2014 20:27:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115037,"Umidificador Ultra Sônico AMB - WaterClear Premium","UM00001",1,"924.80","13.70","938.50","Contra-entrega","-","Novo",03/10/2014 11:15:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115038,"Tablet Samsung Galaxy S G70 c/ 8GB, Câmera 3.2 MP, Wi-Fi, GPS, Bluetooth, Leitor de Cartão, Tela 5.0","TB0001",1,"1278.40","14.00","1292.40","Cartão de crédito","Mastercard","Novo",03/10/2014 12:20:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115039,"HP Pavilion Elite m9360br","CP00003",1,"9913.60","14.00","9927.60","Contra-entrega","-","Novo",03/10/2014 17:54:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115039,"Tripé básico VCT-MTK","AC00003",1,"9913.60","14.00","9927.60","Contra-entrega","-","Novo",03/10/2014 17:54:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115040,"Sport Pack SPK-WA","AC00002",1,"14361.60","13.70","14375.30","Contra-entrega","-","Novo",03/10/2014 18:07:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115040,"Secador de Cabelos Sensation Íon","SC00003",1,"14361.60","13.70","14375.30","Contra-entrega","-","Novo",03/10/2014 18:07:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115040,"Receiver 7.1 Canais","CX00001",1,"14361.60","13.70","14375.30","Contra-entrega","-","Novo",03/10/2014 18:07:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115041,"HP Desktop dx7400","CP00004",1,"16743.08","13.70","16756.78","Contra-entrega","-","Novo",03/10/2014 19:03:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115041,"Câmera Digital 9.1MP DSC-H50","DC00008",1,"16743.08","13.70","16756.78","Contra-entrega","-","Novo",03/10/2014 19:03:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115041,"Umidificador e Ionizador Relax Medic - 1,3 Litros Bivolt","UM00004",1,"16743.08","13.70","16756.78","Contra-entrega","-","Novo",03/10/2014 19:03:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115041,"Computador Top de linha tabajara para teste deproduto na capa XPSTM 730 H2C","CP00002",1,"16743.08","13.70","16756.78","Contra-entrega","-","Novo",03/10/2014 19:03:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115041,"Polo Sport by Ralph Lauren","PRF008",1,"16743.08","13.70","16756.78","Contra-entrega","-","Novo",03/10/2014 19:03:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115041,"Polo Black by Ralph Lauren","PRF001",1,"16743.08","13.70","16756.78","Contra-entrega","-","Novo",03/10/2014 19:03:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115041,"Polo Black by Ralph Lauren","PRF001",1,"16743.08","13.70","16756.78","Contra-entrega","-","Novo",03/10/2014 19:03:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115041,"Polo Black by Ralph Lauren","PRF001",1,"16743.08","13.70","16756.78","Contra-entrega","-","Novo",03/10/2014 19:03:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115042,"Smartphone MotoQ GSM","CL00001",1,"3884.16","13.70","3897.86","Contra-entrega","-","Novo",03/10/2014 19:39:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115042,"Pai Rico Pai Pobre","AD00002",1,"3884.16","13.70","3897.86","Contra-entrega","-","Novo",03/10/2014 19:39:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115042,"Telefone com Fio DB-849","TC00004",1,"3884.16","13.70","3897.86","Contra-entrega","-","Novo",03/10/2014 19:39:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115043,"Smartphone MotoQ GSM","CL00001",1,"3516.80","14.00","3530.80","Contra-entrega","-","Novo",03/10/2014 19:40:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115044,"Secador de Cabelos SP 2100","SC00004",1,"1836.48","13.70","1850.18","Cartão de crédito","VISA","Novo",03/10/2014 19:46:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115044,"Cartão de Memória Compact Flash 8GB","CR00003",1,"1836.48","13.70","1850.18","Cartão de crédito","VISA","Novo",03/10/2014 19:46:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115045,"TV 29'' Tela Plana Slim com Entrada USB","TP00003",1,"3100.80","13.70","3114.50","Contra-entrega","-","Novo",03/10/2014 19:50:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115046,"Lição Final, A","AJ00004",1,"127.97","13.70","141.67","Contra-entrega","-","Novo",03/10/2014 20:48:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115047,"Tablet Motorola Xoom MZ605 Preto e Cinza com Wi-Fi + 3G","TB0005",1,"3035.20","14.00","3049.20","Contra-entrega","-","Novo",06/10/2014 15:09:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115047,"Tripé básico VCT-MTK","AC00003",1,"3035.20","14.00","3049.20","Contra-entrega","-","Novo",06/10/2014 15:09:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115048,"Umidificador e Ionizador Relax Medic - 1,3 Litros Bivolt","UM00004",1,"4905.28","14.00","4919.28","Contra-entrega","-","Novo",06/10/2014 15:49:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115048,"Monitor LCD 19'' SyncMaster 932BW","MT00001",1,"4905.28","14.00","4919.28","Contra-entrega","-","Novo",06/10/2014 15:49:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115048,"Barbie Collector 2011 Holiday Doll","BR0001",1,"4905.28","14.00","4919.28","Contra-entrega","-","Novo",06/10/2014 15:49:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115048,"Câmera Ana Hickmann DS5028BR","DC00005",1,"4905.28","14.00","4919.28","Contra-entrega","-","Novo",06/10/2014 15:49:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115049,"Notebook Vaio SR150B","NB00004",1,"1771.20","13.70","1784.90","Cartão de crédito","VISA","Novo",07/10/2014 15:41:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115049,"100 Coisas para fazer antes de morrer","AJ00002",1,"1771.20","13.70","1784.90","Cartão de crédito","VISA","Novo",07/10/2014 15:41:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115049,"48 Leis do Poder, As","AJ00003",1,"1771.20","13.70","1784.90","Cartão de crédito","VISA","Novo",07/10/2014 15:41:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115050,"Filmadora Handycam DCR-SR85","FD00001",1,"8641.80","13.70","8655.50","Contra-entrega","-","Novo",07/10/2014 16:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115051,"Filmadora Handycam DCR-SR85","FD00001",1,"8636.80","14.00","8650.80","Cartão de crédito","VISA","Novo",07/10/2014 16:19:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115052,"iPad 2 3G Apple c/ 16GB, Wi-Fi, Bluetooth, Câmera HD, Acelerômetro, Bússola Digital, GPS, Tela 9,7","TB0003",1,"14475.20","14.00","14489.20","Cartão de crédito","VISA","Novo",07/10/2014 16:24:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115052,"GPSMAP 276C","GP00004",1,"14475.20","14.00","14489.20","Cartão de crédito","VISA","Novo",07/10/2014 16:24:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115053,"iPad 2 3G Apple c/ 16GB, Wi-Fi, Bluetooth, Câmera HD, Acelerômetro, Bússola Digital, GPS, Tela 9,7","TB0003",1,"3278.40","14.00","3292.40","Cartão de crédito","VISA","Novo",07/10/2014 16:28:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115054,"Carregador de Pilhas SCB4050 c/ 4 Pilhas AA","PR00002",1,"447.68","14.00","461.68","Cartão de crédito","VISA","Novo",07/10/2014 16:29:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115055,"iMac Apple c/ Intel Core i5, 4GB, 1TB, FireWire, Thunderbolt, Wi-Fi, Bluetooth, Câmera HD, AMD","DSK0001",1,"9723.20","14.00","9737.20","Cartão de crédito","VISA","Novo",07/10/2014 16:52:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115055,"Telefone s/ Fio DECT D30T","TS00004",1,"9723.20","14.00","9737.20","Cartão de crédito","VISA","Novo",07/10/2014 16:52:00,,,,0,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115056,"10 Decisoes inteligentes","AJ00001",1,"72.00","14.00","86.00","Contra-entrega","-","Novo",08/10/2014 12:26:00,,,,10,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115057,"10 Decisoes inteligentes","AJ00001",1,"2788.80","14.00","2802.80","Contra-entrega","-","Novo",08/10/2014 17:16:00,,,,12,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115057,"Tablet Motorola Xoom MZ605 Preto e Cinza com Wi-Fi + 3G","TB0005",1,"2788.80","14.00","2802.80","Contra-entrega","-","Novo",08/10/2014 17:16:00,,,,12,,"31911112222"
"Teste FastCommerce","teste@fastcommerce.com.br","1122222222","São Paulo","SP",115058,"Tablet Motorola Xoom MZ605 Preto e Cinza com Wi-Fi + 3G","TB0005",1,"2446.56","14.00","2460.56","Contra-entrega","-","Novo",08/10/2014 17:18:00,,,,339.8,,"31911112222"
